PhotoID,Individual ID,Pop,H2S,Cave,SL,logMass,logSL,Palp SA,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,aX1,aY1,aX2,aY2,aX3,aY3,aX4,aY4,aX5,aY5,aX6,aY6,aX7,aY7,aX8,aY8,aX9,aY9,aX10,aY10,aX11,aY11,aX12,aY12,aX13,aY13,aX14,aY14,aX15,aY15,aX16,aY16,aX17,aY17,aX18,aY18,aX19,aY19,aX20,aY20,aX21,aY21,aX22,aY22,aX23,aY23,aX24,aY24,aX25,aY25,aX26,aY26,aX27,aY27,aX28,aY28,aX29,aY29
Specimen 69,Luna4,Luna,Nonsulfidic,Cave,30,-0.397940009,1.477121255,0.678253852,116.7305236,98.72286079,143.2950192,85.82375479,169.6040868,73.05236271,193.7420179,53.3844189,210.3448276,39.59131545,207.9182631,42.27330779,203.8314176,47.63729246,216.7305236,31.80076628,195.4022989,31.41762452,190.6768838,23.88250319,192.0817369,31.41762452,186.2068966,23.75478927,182.247765,23.49936143,152.6181354,27.5862069,124.5210728,35.12132822,96.16858238,42.65644955,107.2796935,72.28607918,189.3997446,43.29501916,190.5491699,46.48786718,185.440613,51.97956577,184.9297573,45.08301405,185.440613,48.53128991,179.5657727,54.53384419,178.7994891,47.50957854,179.6934866,49.93614304,174.5849298,57.59897829,172.541507,48.91443167,173.3077905,51.72413793,168.4546616,61.30268199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specimen 76,Luna11,Luna,Nonsulfidic,Cave,31,-0.397940009,1.491361694,0.828338676,115.8365262,105.2362708,146.2324393,95.53001277,176.6283525,84.41890166,205.2362708,65.77266922,221.9667944,55.8109834,219.6679438,58.8761175,215.5810983,64.24010217,232.5670498,43.29501916,214.6871009,46.74329502,211.6219668,39.59131545,210.9833972,46.99872286,206.1302682,38.31417625,197.4457216,37.16475096,164.1123883,37.93103448,132.0561941,42.65644955,100.3831418,47.63729246,108.045977,76.88378033,199.8722861,58.36526181,199.8722861,61.43039591,194.3805875,65.13409962,194.7637292,58.8761175,195.4022989,62.19667944,190.9323116,65.90038314,188.3780332,60.02554278,189.3997446,63.2183908,183.5249042,68.83780332,182.6309068,60.79182631,182.8863346,64.49553001,177.5223499,70.24265645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specimen 38,ArBo017,Bonita,Nonsulfidic,Surface,30,-0.397940009,1.477121255,0.578974401,115.3256705,78.5440613,137.8033206,65.6449553,160.5363985,52.36270754,180.715198,33.07790549,190.1660281,24.77650064,189.7828863,27.45849298,187.100894,33.07790549,199.1060026,13.02681992,185.5683269,16.60280971,182.6309068,10.98339719,183.1417625,16.09195402,179.3103448,10.98339719,169.6040868,10.85568327,143.2950192,17.11366539,118.6462324,25.92592593,93.61430396,33.58876117,105.6194125,58.10983397,175.862069,27.20306513,177.0114943,30.26819923,172.1583653,34.73818646,171.3920817,29.11877395,172.1583653,31.41762452,166.9220945,37.67560664,167.0498084,30.651341,168.4546616,33.07790549,163.2183908,39.97445722,162.1966794,32.31162197,163.2183908,34.3550447,159.1315453,41.89016603,-3.60E-01,2.00E-01,-2.06E-01,1.59E-01,-4.97E-02,1.16E-01,1.01E-01,3.33E-02,1.70E-01,-1.06E-03,1.64E-01,1.43E-02,1.39E-01,4.34E-02,2.42E-01,-5.67E-02,1.56E-01,-5.70E-02,1.48E-01,-9.51E-02,1.42E-01,-6.39E-02,1.28E-01,-1.00E-01,7.03E-02,-1.17E-01,-9.61E-02,-1.21E-01,-2.57E-01,-1.08E-01,-4.18E-01,-1.02E-01,-3.85E-01,6.25E-02,8.14E-02,-9.39E-03,8.34E-02,1.07E-02,4.74E-02,2.95E-02,5.18E-02,-5.12E-03,5.27E-02,9.77E-03,1.16E-02,3.86E-02,2.36E-02,-2.92E-03,2.80E-02,1.37E-02,-1.41E-02,4.64E-02,-7.94E-03,-7.71E-04,-5.12E-03,1.30E-02,-4.14E-02,5.13E-02
Specimen 51,ElAz014,EA,Sulfidic,Surface,30,-0.387216143,1.477121255,0.428618005,114.3039591,97.5734355,136.5261814,83.39719029,158.8761175,68.0715198,177.5223499,47.76500639,189.6551724,36.27075351,189.2720307,38.0587484,187.100894,43.550447,195.7854406,25.41507024,182.8863346,29.88505747,179.1826309,25.54278416,179.5657727,30.651341,175.0957854,25.54278416,166.155811,25.92592593,139.5913155,32.82247765,114.1762452,42.14559387,89.27203065,51.59642401,102.1711367,75.98978289,173.0523627,42.14559387,173.5632184,44.31673052,169.348659,48.91443167,168.5823755,44.06130268,169.4763729,46.87100894,165.1340996,52.36270754,164.2401022,45.97701149,165.0063857,48.91443167,162.3243934,54.53384419,159.3869732,48.91443167,159.8978289,50.57471264,156.3218391,57.72669221,-3.58E-01,2.01E-01,-2.05E-01,1.61E-01,-4.98E-02,1.16E-01,9.37E-02,3.48E-02,1.84E-01,-8.05E-03,1.78E-01,1.40E-03,1.56E-01,2.86E-02,2.39E-01,-5.84E-02,1.57E-01,-5.69E-02,1.44E-01,-8.84E-02,1.37E-01,-5.86E-02,1.21E-01,-9.59E-02,6.95E-02,-1.10E-01,-9.41E-02,-1.20E-01,-2.56E-01,-1.14E-01,-4.15E-01,-1.07E-01,-3.87E-01,5.56E-02,7.87E-02,-5.41E-03,7.76E-02,7.87E-03,4.51E-02,2.62E-02,4.98E-02,-2.80E-03,4.96E-02,1.48E-02,1.48E-02,3.80E-02,2.15E-02,4.64E-05,2.05E-02,1.81E-02,-5.19E-03,4.51E-02,-1.15E-02,7.75E-03,-1.16E-02,1.81E-02,-4.52E-02,5.21E-02
Specimen 53,ElAz016,EA,Sulfidic,Surface,28,-0.37675071,1.447158031,0.515527586,120.5619413,86.33461047,143.4227331,73.56321839,166.0280971,60.28097063,185.5683269,40.61302682,196.4240102,31.2899106,195.5300128,32.95019157,193.2311622,37.93103448,203.5759898,18.51851852,186.0791826,24.39335888,181.6091954,19.54022989,183.1417625,25.1596424,177.1392082,19.66794381,175.0957854,19.41251596,148.6590038,25.67049808,123.1162197,32.43933589,96.9348659,38.18646232,110.2171137,65.26181354,178.1609195,36.14303959,179.054917,38.69731801,174.0740741,44.06130268,173.0523627,38.18646232,174.0740741,40.61302682,168.7100894,47.38186462,167.3052363,40.22988506,168.3269476,42.78416347,163.7292465,50.06385696,160.1532567,42.78416347,161.5581098,45.33844189,158.4929757,52.61813538,-3.48E-01,2.01E-01,-1.90E-01,1.62E-01,-3.24E-02,1.20E-01,1.17E-01,3.38E-02,1.97E-01,-4.21E-03,1.89E-01,4.27E-03,1.67E-01,3.03E-02,2.61E-01,-6.90E-02,1.47E-01,-6.25E-02,1.28E-01,-9.90E-02,1.28E-01,-6.28E-02,1.01E-01,-1.06E-01,8.91E-02,-1.10E-01,-7.96E-02,-1.16E-01,-2.44E-01,-1.18E-01,-4.10E-01,-1.26E-01,-3.75E-01,5.76E-02,8.00E-02,-5.15E-03,8.11E-02,1.16E-02,4.25E-02,3.56E-02,4.60E-02,-1.31E-03,4.81E-02,1.49E-02,4.89E-03,4.66E-02,8.23E-03,1.49E-03,1.02E-02,1.85E-02,-2.94E-02,5.45E-02,-3.88E-02,5.03E-03,-3.46E-02,2.26E-02,-6.49E-02,6.12E-02
Specimen 18,Cueva020,Cueva,Sulfidic,Cave,33,-0.356547324,1.51851394,0.536304619,130.2681992,88.25031928,149.0421456,72.54150702,168.0715198,57.72669221,182.7586207,36.39846743,191.1877395,27.07535121,190.1660281,29.11877395,189.0166028,33.84418902,196.9348659,13.79310345,183.1417625,19.79565773,180.715198,16.21966794,180.4597701,20.30651341,176.7560664,16.60280971,168.8378033,16.98595147,145.4661558,26.30906769,124.0102171,37.93103448,102.6819923,50.3192848,117.2413793,71.26436782,175.9897829,33.07790549,176.8837803,34.9936143,174.3295019,40.35759898,171.9029374,35.88761175,172.9246488,37.93103448,171.6475096,41.89016603,167.1775223,38.69731801,167.9438059,40.35759898,166.4112388,43.93358876,161.9412516,41.25159642,163.0906769,42.78416347,161.0472542,46.6155811,-3.51E-01,2.01E-01,-1.95E-01,1.59E-01,-3.98E-02,1.23E-01,1.07E-01,3.51E-02,1.84E-01,2.39E-03,1.72E-01,1.18E-02,1.52E-01,3.70E-02,2.55E-01,-6.15E-02,1.55E-01,-6.35E-02,1.51E-01,-9.17E-02,1.38E-01,-6.78E-02,1.26E-01,-1.00E-01,7.73E-02,-1.20E-01,-8.88E-02,-1.28E-01,-2.50E-01,-1.18E-01,-4.12E-01,-1.02E-01,-3.82E-01,6.35E-02,7.58E-02,-3.53E-03,7.58E-02,1.04E-02,4.57E-02,3.56E-02,4.35E-02,2.06E-03,4.40E-02,1.71E-02,2.54E-02,3.74E-02,7.36E-03,5.87E-03,7.38E-03,1.80E-02,-1.17E-02,3.52E-02,-3.11E-02,6.75E-03,-2.85E-02,1.91E-02,-5.13E-02,3.65E-02
Specimen 56,ElAz020,EA,Sulfidic,Surface,30,-0.337242168,1.477121255,0.529416257,117.752235,94.12515964,142.4010217,79.82120051,166.5389527,64.49553001,186.8454662,40.99616858,199.4891443,30.651341,197.9565773,32.31162197,196.5517241,37.29246488,207.5351213,18.3908046,189.5274585,23.24393359,187.100894,17.87994891,186.3346105,23.49936143,180.3320562,17.87994891,174.7126437,17.75223499,146.743295,24.13793103,120.1787995,34.3550447,92.84802043,44.31673052,105.2362708,69.22094508,180.0766284,36.01532567,181.7369093,38.95274585,177.394636,43.03959132,175.734355,38.0587484,176.6283525,40.99616858,171.2643678,47.50957854,170.8812261,39.71902937,171.5197957,43.03959132,167.816092,49.6807152,165.5172414,42.27330779,166.5389527,45.33844189,163.2183908,51.72413793,-3.59E-01,2.04E-01,-2.02E-01,1.68E-01,-4.60E-02,1.25E-01,1.03E-01,3.20E-02,1.88E-01,-2.80E-03,1.77E-01,3.62E-03,1.61E-01,2.82E-02,2.52E-01,-5.56E-02,1.47E-01,-5.93E-02,1.42E-01,-9.23E-02,1.29E-01,-6.33E-02,1.06E-01,-1.04E-01,7.58E-02,-1.14E-01,-8.58E-02,-1.26E-01,-2.46E-01,-1.15E-01,-4.10E-01,-1.06E-01,-3.85E-01,4.88E-02,7.44E-02,-6.10E-03,7.85E-02,1.25E-02,4.82E-02,2.74E-02,4.76E-02,-2.28E-03,4.75E-02,1.51E-02,7.72E-03,4.13E-02,1.86E-02,-1.38E-03,1.65E-02,1.76E-02,-1.45E-02,4.73E-02,-1.46E-02,3.49E-03,-1.42E-02,2.17E-02,-4.27E-02,5.07E-02
Specimen 59,ElAz024,EA,Sulfidic,Surface,30,-0.318758763,1.477121255,0.419175511,122.3499361,79.94891443,145.210728,68.32694764,167.1775223,55.42784163,187.2286079,36.52618135,198.5951469,28.99106003,197.5734355,30.90676884,195.4022989,34.9936143,207.2796935,18.13537676,191.5708812,23.11621967,187.9948914,18.13537676,187.4840358,23.37164751,183.5249042,18.13537676,179.1826309,18.00766284,153.8952746,22.0945083,129.2464879,30.01277139,105.3639847,38.82503193,113.0268199,57.59897829,181.6091954,32.95019157,182.5031928,35.37675607,177.6500639,38.44189017,177.2669221,34.22733078,178.0332056,36.52618135,172.4137931,41.50702427,172.6692209,35.63218391,172.7969349,38.95274585,167.1775223,43.67816092,167.9438059,36.27075351,168.1992337,40.22988506,162.3243934,45.72158365,-3.65E-01,2.00E-01,-2.04E-01,1.62E-01,-4.66E-02,1.14E-01,1.08E-01,2.52E-02,1.91E-01,-5.07E-03,1.81E-01,5.43E-03,1.61E-01,2.78E-02,2.61E-01,-6.02E-02,1.55E-01,-5.26E-02,1.40E-01,-8.92E-02,1.29E-01,-5.71E-02,1.12E-01,-9.59E-02,8.51E-02,-1.03E-01,-7.99E-02,-1.16E-01,-2.47E-01,-1.03E-01,-4.10E-01,-8.36E-02,-3.90E-01,4.59E-02,7.79E-02,-5.75E-03,7.98E-02,1.08E-02,4.47E-02,2.28E-02,4.87E-02,-4.26E-03,5.00E-02,1.13E-02,7.24E-03,3.42E-02,1.77E-02,-2.35E-03,1.35E-02,1.87E-02,-2.89E-02,3.99E-02,-1.30E-02,-5.43E-03,-1.73E-02,1.98E-02,-6.25E-02,4.55E-02
Specimen 34,ArBo013,Bonita,Nonsulfidic,Surface,32,-0.30980392,1.505149978,0.576732013,109.3231162,85.56832695,132.8224777,71.7752235,156.5772669,58.62068966,178.4163474,41.1238825,189.6551724,31.54533844,187.7394636,34.22733078,185.6960409,41.25159642,197.7011494,17.49680715,183.1417625,21.4559387,180.0766284,15.70881226,180.0766284,21.83908046,175.862069,15.83652618,166.7943806,15.83652618,139.5913155,20.94508301,113.7931034,28.2247765,86.97318008,36.01532567,98.46743295,61.43039591,172.6692209,35.24904215,173.4355045,38.0587484,168.7100894,42.40102171,167.1775223,36.90932312,168.5823755,39.46360153,164.2401022,44.95530013,162.3243934,38.31417625,163.8569604,40.86845466,159.7701149,47.2541507,157.4712644,39.20817369,158.2375479,42.78416347,154.5338442,49.93614304,-3.51E-01,2.05E-01,-1.98E-01,1.56E-01,-4.47E-02,1.12E-01,1.03E-01,3.98E-02,1.80E-01,-5.06E-04,1.66E-01,1.24E-02,1.45E-01,5.00E-02,2.45E-01,-7.06E-02,1.56E-01,-6.69E-02,1.46E-01,-1.04E-01,1.38E-01,-6.87E-02,1.22E-01,-1.09E-01,6.97E-02,-1.20E-01,-9.31E-02,-1.27E-01,-2.51E-01,-1.19E-01,-4.15E-01,-1.09E-01,-3.82E-01,5.20E-02,7.81E-02,-1.41E-03,7.88E-02,1.57E-02,4.60E-02,3.45E-02,4.44E-02,9.51E-04,4.91E-02,1.74E-02,1.70E-02,4.33E-02,1.47E-02,2.68E-03,2.02E-02,1.93E-02,-1.16E-02,5.06E-02,-1.43E-02,1.48E-03,-1.46E-02,2.30E-02,-4.51E-02,5.92E-02
Specimen 58,ElAz022,EA,Sulfidic,Surface,30,-0.301029996,1.477121255,0.291161581,118.7739464,77.01149425,140.9961686,65.0063857,162.835249,53.00127714,182.7586207,35.50446999,194.2528736,27.5862069,193.8697318,28.60791826,192.5925926,31.41762452,202.5542784,17.36909323,182.3754789,23.88250319,178.6717752,20.17879949,179.3103448,24.90421456,175.2234994,20.94508301,175.862069,20.17879949,150.9578544,25.28735632,125.798212,29.88505747,100.3831418,33.46104725,109.9616858,56.32183908,175.2234994,32.95019157,175.862069,35.50446999,170.1149425,38.82503193,170.4980843,34.61047254,171.1366539,36.52618135,165.6449553,40.74074074,165.5172414,35.75989783,166.5389527,38.0587484,161.9412516,42.65644955,160.5363985,37.80332056,161.4303959,39.8467433,157.2158365,43.93358876,-3.62E-01,2.00E-01,-1.98E-01,1.55E-01,-3.60E-02,1.09E-01,1.21E-01,2.35E-02,2.09E-01,-1.13E-02,2.05E-01,-5.11E-03,1.92E-01,1.15E-02,2.79E-01,-6.60E-02,1.36E-01,-5.36E-02,1.18E-01,-8.35E-02,1.15E-01,-5.15E-02,9.39E-02,-8.37E-02,9.90E-02,-8.78E-02,-7.24E-02,-9.18E-02,-2.45E-01,-9.93E-02,-4.17E-01,-1.14E-01,-3.89E-01,5.08E-02,7.57E-02,-4.68E-03,7.60E-02,1.31E-02,3.33E-02,2.63E-02,4.21E-02,-8.82E-04,4.34E-02,1.27E-02,1.01E-03,3.22E-02,7.67E-03,-8.06E-04,1.09E-02,1.59E-02,-2.62E-02,3.92E-02,-2.81E-02,5.12E-03,-2.54E-02,1.99E-02,-5.92E-02,4.05E-02
Specimen 50,ElAz013,EA,Sulfidic,Surface,28,-0.301029996,1.447158031,0.731038723,107.0242656,83.78033206,131.2899106,71.51979566,155.8109834,59.77011494,176.8837803,39.8467433,188.8888889,30.52362708,188.5057471,32.69476373,185.8237548,35.63218391,197.7011494,19.66794381,183.3971903,23.37164751,181.2260536,19.92337165,181.3537676,23.88250319,176.6283525,19.41251596,168.4546616,19.15708812,141.5070243,24.5210728,113.7931034,29.37420179,86.97318008,34.09961686,97.31800766,60.1532567,172.541507,35.12132822,173.1800766,37.54789272,167.9438059,40.35759898,168.1992337,36.52618135,168.7100894,38.31417625,161.9412516,43.16730524,163.4738186,37.67560664,164.3678161,40.35759898,157.5989783,45.46615581,158.6206897,38.82503193,159.2592593,41.25159642,154.0229885,46.99872286,-3.61E-01,2.03E-01,-2.05E-01,1.60E-01,-4.85E-02,1.21E-01,9.80E-02,2.98E-02,1.79E-01,-1.03E-02,1.74E-01,1.94E-03,1.55E-01,1.59E-02,2.43E-01,-6.30E-02,1.56E-01,-5.85E-02,1.47E-01,-8.12E-02,1.43E-01,-5.79E-02,1.21E-01,-8.96E-02,7.35E-02,-1.01E-01,-8.99E-02,-1.02E-01,-2.57E-01,-1.06E-01,-4.19E-01,-1.11E-01,-3.90E-01,5.34E-02,7.83E-02,-2.93E-03,7.91E-02,1.20E-02,4.53E-02,2.21E-02,5.13E-02,8.62E-05,5.22E-02,1.11E-02,6.97E-03,3.14E-02,2.24E-02,1.16E-03,2.44E-02,1.79E-02,-2.11E-02,3.96E-02,-7.23E-03,2.08E-03,-6.40E-03,1.70E-02,-4.37E-02,4.43E-02
Specimen 35,ArBo014,Bonita,Nonsulfidic,Surface,31,-0.292429824,1.491361694,0.396014627,107.7905492,85.56832695,133.2056194,73.69093231,158.7484036,61.30268199,180.715198,41.1238825,193.8697318,30.651341,193.48659,32.43933589,191.8263091,38.44189017,202.0434227,17.87994891,190.1660281,20.68965517,187.4840358,15.83652618,187.100894,21.32822478,183.7803321,15.3256705,170.4980843,15.07024266,141.890166,21.07279693,114.1762452,27.5862069,86.07918263,33.58876117,97.5734355,61.43039591,178.5440613,33.20561941,179.4380587,35.88761175,175.862069,38.44189017,174.201788,35.63218391,174.5849298,37.4201788,169.2209451,44.06130268,169.6040868,36.39846743,169.8595147,39.59131545,165.0063857,45.72158365,164.3678161,37.93103448,165.0063857,40.22988506,160.0255428,48.14814815,-3.61E-01,1.97E-01,-2.10E-01,1.61E-01,-5.73E-02,1.23E-01,8.45E-02,3.85E-02,1.68E-01,-3.34E-03,1.63E-01,5.92E-03,1.48E-01,3.65E-02,2.26E-01,-6.32E-02,1.59E-01,-6.15E-02,1.50E-01,-9.08E-02,1.41E-01,-6.15E-02,1.30E-01,-9.77E-02,5.87E-02,-1.14E-01,-1.03E-01,-1.14E-01,-2.61E-01,-1.10E-01,-4.19E-01,-1.09E-01,-3.89E-01,5.43E-02,8.16E-02,-6.84E-03,8.34E-02,8.69E-03,6.11E-02,1.85E-02,5.54E-02,1.37E-03,5.54E-02,1.15E-02,1.89E-02,4.14E-02,2.96E-02,3.21E-04,2.74E-02,1.79E-02,-5.86E-03,4.56E-02,-5.08E-04,2.69E-03,3.46E-04,1.59E-02,-3.56E-02,5.31E-02
Specimen 36,ArBo015,Bonita,Nonsulfidic,Surface,32,-0.27572413,1.505149978,0.425545813,114.9425287,90.54916986,139.2081737,77.39463602,163.6015326,62.45210728,186.2068966,42.91187739,198.339719,34.22733078,197.5734355,35.88761175,194.3805875,42.01787995,208.4291188,22.73307791,191.954023,23.88250319,188.633461,17.87994891,188.2503193,24.13793103,184.2911877,17.87994891,176.2452107,16.34738186,147.6372925,20.94508301,120.6896552,28.60791826,93.61430396,36.27075351,103.8314176,62.5798212,180.0766284,37.03703704,180.3320562,39.97445722,175.3512133,43.16730524,175.862069,38.0587484,176.1174968,40.4853129,169.6040868,46.36015326,170.8812261,39.20817369,171.6475096,41.63473819,166.155811,47.12643678,166.155811,39.97445722,166.5389527,42.91187739,162.0689655,49.29757344,-3.52E-01,2.21E-01,-2.02E-01,1.75E-01,-4.80E-02,1.20E-01,1.01E-01,3.76E-02,1.79E-01,3.19E-03,1.73E-01,1.16E-02,1.48E-01,4.21E-02,2.48E-01,-4.93E-02,1.55E-01,-6.20E-02,1.44E-01,-9.94E-02,1.34E-01,-6.49E-02,1.19E-01,-1.04E-01,7.62E-02,-1.22E-01,-8.89E-02,-1.30E-01,-2.48E-01,-1.18E-01,-4.08E-01,-1.07E-01,-3.82E-01,5.17E-02,7.35E-02,-2.35E-03,7.16E-02,1.44E-02,4.00E-02,2.64E-02,4.88E-02,-1.54E-03,4.74E-02,1.23E-02,4.22E-03,3.75E-02,1.97E-02,-9.08E-04,2.11E-02,1.35E-02,-1.59E-02,3.78E-02,-7.63E-03,-2.12E-03,-8.90E-03,1.47E-02,-4.13E-02,4.52E-02
Specimen 33,ArBo012,Bonita,Nonsulfidic,Surface,31,-0.27572413,1.491361694,0.529255656,113.9208174,91.06002554,138.4418902,75.73435504,163.2183908,60.1532567,184.0357599,38.0587484,196.2962963,27.07535121,195.2745849,29.24648787,191.954023,36.65389527,204.4699872,14.17624521,190.293742,18.64623244,186.9731801,13.28224777,187.4840358,18.77394636,183.0140485,13.79310345,171.00894,14.04853129,142.2733078,21.20051086,115.0702427,31.80076628,88.50574713,42.52873563,101.9157088,67.94380587,176.5006386,33.58876117,177.7777778,36.39846743,172.7969349,41.50702427,172.2860792,35.12132822,172.7969349,37.93103448,168.3269476,44.57215837,167.0498084,36.65389527,168.1992337,40.35759898,161.9412516,38.31417625,162.5798212,41.63473819,164.1123883,47.2541507,159.642401,48.78671775,-3.55E-01,2.00E-01,-2.00E-01,1.59E-01,-4.41E-02,1.16E-01,1.02E-01,3.24E-02,1.84E-01,-6.10E-03,1.75E-01,3.76E-03,1.46E-01,3.76E-02,2.48E-01,-6.13E-02,1.66E-01,-6.04E-02,1.57E-01,-9.42E-02,1.51E-01,-6.43E-02,1.35E-01,-9.79E-02,7.13E-02,-1.16E-01,-9.24E-02,-1.24E-01,-2.54E-01,-1.12E-01,-4.12E-01,-9.77E-02,-3.82E-01,5.86E-02,6.90E-02,-3.45E-03,7.12E-02,1.35E-02,3.66E-02,3.25E-02,4.42E-02,-2.11E-03,4.24E-02,1.36E-02,7.99E-03,4.16E-02,1.40E-02,-2.40E-03,1.41E-02,1.91E-02,-1.58E-02,-1.70E-03,-1.77E-02,1.68E-02,-1.87E-02,4.90E-02,-4.48E-02,5.00E-02
Specimen 47,ElAz010,EA,Sulfidic,Surface,31,-0.26760624,1.491361694,0.454980229,117.3690932,83.90804598,140.357599,70.11494253,163.4738186,55.55555556,182.6309068,34.48275862,193.2311622,25.41507024,192.2094508,27.33077905,189.6551724,32.05619413,202.5542784,13.02681992,186.0791826,16.98595147,183.5249042,12.51596424,183.3971903,17.49680715,179.3103448,12.64367816,172.1583653,12.899106,144.9553001,18.51851852,119.412516,26.56449553,92.59259259,33.46104725,105.6194125,60.28097063,172.7969349,30.651341,174.0740741,33.46104725,168.9655172,40.10217114,168.9655172,32.43933589,169.7318008,35.63218391,165.0063857,43.29501916,163.3461047,34.09961686,164.49553,37.29246488,162.0689655,45.21072797,157.9821201,36.14303959,158.8761175,39.20817369,155.6832695,48.27586207,-3.43E-01,2.11E-01,-1.88E-01,1.68E-01,-3.11E-02,1.21E-01,1.13E-01,2.93E-02,1.89E-01,-6.30E-03,1.80E-01,3.16E-03,1.58E-01,2.64E-02,2.63E-01,-6.31E-02,1.61E-01,-6.65E-02,1.54E-01,-9.64E-02,1.45E-01,-6.78E-02,1.29E-01,-1.02E-01,8.72E-02,-1.12E-01,-7.92E-02,-1.23E-01,-2.40E-01,-1.17E-01,-4.06E-01,-1.20E-01,-3.73E-01,5.58E-02,6.26E-02,-8.55E-03,6.55E-02,9.74E-03,2.54E-02,4.00E-02,3.76E-02,-4.32E-03,3.69E-02,1.54E-02,-2.61E-03,5.22E-02,2.44E-03,-3.66E-03,4.00E-03,1.66E-02,-2.27E-02,5.86E-02,-3.19E-02,-3.84E-04,-3.16E-02,1.88E-02,-6.45E-02,6.61E-02
Specimen 52,ElAz015,EA,Sulfidic,Surface,33,-0.26760624,1.51851394,0.481399477,112.6436782,95.53001277,136.6538953,80.07662835,160.5363985,64.11238825,180.715198,40.74074074,193.3588761,29.37420179,192.2094508,31.41762452,190.5491699,36.27075351,200.6385696,18.13537676,184.5466156,23.75478927,180.715198,19.79565773,181.9923372,24.39335888,177.0114943,20.05108557,168.5823755,20.68965517,141.2515964,29.50191571,112.6436782,38.69731801,86.07918263,48.27586207,100.3831418,74.8403576,174.8403576,37.16475096,175.3512133,39.59131545,172.4137931,43.93358876,169.8595147,38.95274585,171.00894,41.89016603,167.688378,47.2541507,165.2618135,41.1238825,166.5389527,43.80587484,162.1966794,49.6807152,160.4086845,43.42273308,160.9195402,45.97701149,157.3435504,52.23499361,-3.62E-01,1.94E-01,-2.06E-01,1.56E-01,-4.93E-02,1.14E-01,1.01E-01,2.67E-02,1.89E-01,-1.07E-02,1.79E-01,-1.89E-03,1.62E-01,2.09E-02,2.49E-01,-5.72E-02,1.53E-01,-5.68E-02,1.39E-01,-8.49E-02,1.38E-01,-5.81E-02,1.19E-01,-9.03E-02,7.31E-02,-1.02E-01,-8.86E-02,-1.06E-01,-2.58E-01,-1.09E-01,-4.17E-01,-1.07E-01,-3.89E-01,6.11E-02,7.63E-02,-3.12E-03,7.46E-02,1.07E-02,5.09E-02,2.85E-02,4.65E-02,-2.72E-03,4.72E-02,1.50E-02,1.97E-02,3.75E-02,1.80E-02,4.17E-04,1.99E-02,1.70E-02,-1.40E-02,4.04E-02,-1.21E-02,3.77E-03,-1.40E-02,1.83E-02,-4.46E-02,4.51E-02
Specimen 45,ElAz008,EA,Sulfidic,Surface,31,-0.259637311,1.491361694,0.789345402,124.9042146,83.78033206,147.3818646,69.98722861,168.7100894,55.42784163,187.2286079,34.73818646,197.4457216,22.22222222,197.7011494,24.39335888,195.6577267,28.48020434,202.4265645,9.578544061,188.761175,16.85823755,185.5683269,12.64367816,186.4623244,17.75223499,181.9923372,13.28224777,174.8403576,14.04853129,148.7867178,20.30651341,123.1162197,28.2247765,98.72286079,37.29246488,113.0268199,61.55810983,181.8646232,28.60791826,183.5249042,31.03448276,180.3320562,35.24904215,178.0332056,31.2899106,179.054917,33.7164751,173.8186462,40.86845466,173.1800766,32.82247765,174.5849298,35.75989783,170.1149425,43.93358876,167.4329502,35.75989783,168.5823755,38.18646232,165.6449553,46.99872286,-3.56E-01,1.98E-01,-1.99E-01,1.63E-01,-4.77E-02,1.22E-01,9.99E-02,3.94E-02,1.83E-01,-1.25E-02,1.81E-01,5.35E-04,1.61E-01,2.00E-02,2.37E-01,-7.54E-02,1.44E-01,-6.06E-02,1.34E-01,-9.12E-02,1.29E-01,-6.00E-02,1.12E-01,-9.46E-02,6.95E-02,-1.04E-01,-9.29E-02,-1.20E-01,-2.56E-01,-1.25E-01,-4.15E-01,-1.21E-01,-3.80E-01,4.69E-02,8.11E-02,-6.56E-03,8.59E-02,1.07E-02,5.91E-02,2.86E-02,5.37E-02,1.29E-03,5.48E-02,1.73E-02,1.05E-02,4.81E-02,2.28E-02,5.12E-04,2.50E-02,2.02E-02,-1.69E-02,5.84E-02,-1.61E-02,6.04E-03,-1.43E-02,2.23E-02,-4.87E-02,6.72E-02
